Event ID Number,Division Name,Event Name,Upload Type,Report ,Context Box,Score Sheet,Additional Documents,Event Type,EventGrpName,EventGender,GroupEvent,MinNo,MaxNo,TeamEvent,SetupTime,RoundTime,JudgingTime,EventKindId,HasToBeConsecutive,CompetitorsPerRound,NeedsSchedule
260,Physical Education Athletics,100m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
261,Physical Education Athletics,200m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
262,Physical Education Athletics,400m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
263,Physical Education Athletics,800m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,2,0,Group/Heats,TRUE,8,0
264,Physical Education Athletics,1500m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,9,0,Group/Heats,TRUE,20,0
265,Physical Education Athletics,4 x 100m Relay (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,4,5,TRUE,0,1,0,Group/Heats,TRUE,8,0
266,Physical Education Athletics,Long Jump (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,3,0,Sequential,FALSE,0,0
267,Physical Education Athletics,Shot Put (Female)  OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,0,Sequential,FALSE,0,0
268,Physical Education Athletics,Discus (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,1,Sequential,FALSE,0,0
269,Physical Education - Sports,Table Tennis - Singles (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,0,Elimination,FALSE,0,1
270,Physical Education - Sports,Table Tennis - Doubles (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,2,2,TRUE,0,5,3,Elimination,FALSE,0,1
271,Physical Education - Sports,Football Kick (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,1,Sequential,FALSE,0,0
272,Physical Education - Sports,Soccer Kick (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,9,0,Sequential,FALSE,0,0
273,Physical Education - Sports,Netball Shoot (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,0,Sequential,FALSE,0,0
