Event ID Number,Division Name,Event Name,Upload Type,Report ,Context Box,Score Sheet,Additional Documents,Event Type,EventGrpName,EventGender,GroupEvent,MinNo,MaxNo,TeamEvent,SetupTime,RoundTime,JudgingTime,EventKindId,HasToBeConsecutive,CompetitorsPerRound,NeedsSchedule
211,Exhibits,Football Kick (Female) U14,Nil,No,No,No,No,0,1,F,FALSE,1,1,FALSE,0,5,1,Sequential,FALSE,0,0
212,Exhibits,Soccer Kick (Female) U14,Nil,No,No,No,No,0,1,F,FALSE,1,1,FALSE,0,9,0,Sequential,FALSE,0,0
213,Exhibits,Netball Shoot (Female) U14,Nil,No,No,No,No,0,1,F,FALSE,1,1,FALSE,0,5,0,Sequential,FALSE,0,0
230,Physical Education,100m (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
231,Physical Education,200m (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
232,Physical Education,400m (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
233,Physical Education,800m (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,2,0,Group/Heats,TRUE,8,0
234,Physical Education,1500m (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,9,0,Group/Heats,TRUE,20,0
235,Physical Education,4 x 100m Relay (Female) U17,Nil,No,No,No,No,0,3,F,TRUE,4,5,TRUE,0,1,0,Group/Heats,TRUE,8,0
236,Physical Education,Long Jump (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,3,0,Sequential,FALSE,0,0
237,Physical Education,Shot Put (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,5,0,Sequential,FALSE,0,0
238,Physical Education,Discus (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,5,1,Sequential,FALSE,0,0
239,Exhibits,Table Tennis - Singles (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,5,0,Elimination,FALSE,0,1
240,Exhibits,Table Tennis - Doubles (Female) U17,Nil,No,No,No,No,0,3,F,TRUE,2,2,TRUE,0,5,3,Elimination,FALSE,0,1
241,Exhibits,Football Kick (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,5,1,Sequential,FALSE,0,0
242,Exhibits,Soccer Kick (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,9,0,Sequential,FALSE,0,0
243,Exhibits,Netball Shoot (Female) U17,Nil,No,No,No,No,0,3,F,FALSE,1,1,FALSE,0,5,0,Sequential,FALSE,0,0
260,Physical Education,100m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
261,Physical Education,200m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
262,Physical Education,400m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,1,0,Group/Heats,TRUE,8,0
263,Physical Education,800m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,2,0,Group/Heats,TRUE,8,0
264,Physical Education,1500m (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,9,0,Group/Heats,TRUE,20,0
265,Physical Education,4 x 100m Relay (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,4,5,TRUE,0,1,0,Group/Heats,TRUE,8,0
266,Physical Education,Long Jump (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,3,0,Sequential,FALSE,0,0
267,Physical Education,Shot Put (Female)  OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,0,Sequential,FALSE,0,0
268,Physical Education,Discus (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,1,Sequential,FALSE,0,0
269,Exhibits,Table Tennis - Singles (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,0,Elimination,FALSE,0,1
270,Exhibits,Table Tennis - Doubles (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,2,2,TRUE,0,5,3,Elimination,FALSE,0,1
